f_ghz,s21_msb_db,s21_lsb_db,s11_msb_db,s11_lsb_db,s22_db
3.630780549999999884e+00,9.049963440000000858e+00,3.085623449999999934e+00,-2.861279130000000137e+01,-3.457652300000000167e+01,-3.734897860000000236e+01
3.715352289999999780e+00,9.049351250000000846e+00,3.085303510000000138e+00,-2.843232679999999846e+01,-3.439577659999999781e+01,-3.714976819999999691e+01
3.801893960000000128e+00,9.048710220000000248e+00,3.084968449999999862e+00,-2.825110659999999996e+01,-3.421426149999999922e+01,-3.695059580000000210e+01
3.890451450000000033e+00,9.048039080000000567e+00,3.084617629999999888e+00,-2.806916040000000123e+01,-3.403200679999999778e+01,-3.675146230000000003e+01
3.981071710000000152e+00,9.047336500000000115e+00,3.084250379999999847e+00,-2.788651739999999890e+01,-3.384904099999999971e+01,-3.655236860000000121e+01
4.073802780000000290e+00,9.046601069999999467e+00,3.083866029999999814e+00,-2.770320590000000038e+01,-3.366539170000000070e+01,-3.635331560000000195e+01
4.168693829999999600e+00,9.045831359999999322e+00,3.083463839999999845e+00,-2.751925340000000020e+01,-3.348108570000000128e+01,-3.615430429999999973e+01
4.265795190000000403e+00,9.045025839999999206e+00,3.083043069999999997e+00,-2.733468680000000006e+01,-3.329614920000000211e+01,-3.595533549999999678e+01
4.365158319999999925e+00,9.044182909999999964e+00,3.082602930000000185e+00,-2.714953209999999828e+01,-3.311060739999999925e+01,-3.575641019999999770e+01
4.466835920000000293e+00,9.043300929999999127e+00,3.082142610000000005e+00,-2.696381459999999919e+01,-3.292448499999999711e+01,-3.555752929999999878e+01
4.570881899999999831e+00,9.042378169999999216e+00,3.081661260000000180e+00,-2.677755919999999890e+01,-3.273780570000000267e+01,-3.535869360000000228e+01
4.677351409999999987e+00,9.041412819999999684e+00,3.081157989999999902e+00,-2.659078960000000080e+01,-3.255059260000000165e+01,-3.515990409999999855e+01
4.786300920000000403e+00,9.040402999999999523e+00,3.080631889999999817e+00,-2.640352929999999887e+01,-3.236286799999999886e+01,-3.496116159999999695e+01
4.897788189999999986e+00,9.039346739999999158e+00,3.080081990000000047e+00,-2.621580080000000024e+01,-3.217465380000000152e+01,-3.476246700000000089e+01
5.011872340000000037e+00,9.038242000000000331e+00,3.079507299999999947e+00,-2.602762609999999910e+01,-3.198597069999999931e+01,-3.456382099999999724e+01
5.128613839999999868e+00,9.037086629999999232e+00,3.078906790000000004e+00,-2.583902670000000157e+01,-3.179683909999999969e+01,-3.436522449999999651e+01
5.248074599999999812e+00,9.035878399999999644e+00,3.078279359999999798e+00,-2.565002319999999969e+01,-3.160727879999999956e+01,-3.416667819999999978e+01
5.370317960000000390e+00,9.034614989999999679e+00,3.077623899999999857e+00,-2.546063579999999860e+01,-3.141730859999999836e+01,-3.396818280000000101e+01
5.495408740000000236e+00,9.033293959999999956e+00,3.076939229999999803e+00,-2.527088420000000113e+01,-3.122694710000000029e+01,-3.376973879999999895e+01
5.623413249999999586e+00,9.031912780000000751e+00,3.076224149999999824e+00,-2.508078739999999840e+01,-3.103621199999999902e+01,-3.357134690000000177e+01
5.754399369999999792e+00,9.030468819999999397e+00,3.075477380000000149e+00,-2.489036400000000171e+01,-3.084512060000000133e+01,-3.337300749999999994e+01
5.888436549999999770e+00,9.028959309999999405e+00,3.074697609999999859e+00,-2.469963209999999876e+01,-3.065368949999999870e+01,-3.317472109999999930e+01
6.025595860000000137e+00,9.027381370000000516e+00,3.073883470000000173e+00,-2.450860919999999865e+01,-3.046193489999999926e+01,-3.297648800000000335e+01
6.165950020000000364e+00,9.025732019999999522e+00,3.073033530000000013e+00,-2.431731239999999872e+01,-3.026987240000000057e+01,-3.277830840000000023e+01
6.309573440000000311e+00,9.024008130000000349e+00,3.072146309999999936e+00,-2.412575839999999872e+01,-3.007751700000000028e+01,-3.258018239999999821e+01
6.456542289999999795e+00,9.022206430000000665e+00,3.071220269999999974e+00,-2.393396350000000083e+01,-2.988488350000000082e+01,-3.238211009999999845e+01
6.606934479999999610e+00,9.020323530000000645e+00,3.070253800000000144e+00,-2.374194359999999904e+01,-2.969198589999999882e+01,-3.218409150000000096e+01
